STUDENT IDENTIFIER,STDNT_AGE,STDNT_GENDER,STDNT_BACKGROUND,IN_STATE_FLAG,INTERNATIONAL_STS,STDNT_MAJOR,STDNT_MINOR,STDNT_TEST_ENTRANCE_COMB,FIRST_TERM,CORE_COURSE_NAME_1_F,CORE_COURSE_GRADE_1_F,CORE_COURSE_NAME_2_F,CORE_COURSE_GRADE_2_F,CORE_COURSE_NAME_3_F,CORE_COURSE_GRADE_3_F,SECOND_TERM,CORE_COURSE_NAME_1_S,CORE_COURSE_GRADE_1_S,CORE_COURSE_NAME_2_S,CORE_COURSE_GRADE_2_S,CORE_COURSE_NAME_3_S,CORE_COURSE_GRADE_3_S,HOUSING_STS,RETURNED_2ND_YR,DISTANCE_FROM_HOME,HIGH_SCHL_GPA,HIGH_SCHL_NAME,FATHER_HI_EDU_DESC,MOTHER_HI_EDU_DESC,DEGREE_GROUP_DESC,FIRST_TERM_ATTEMPT_HRS,FIRST_TERM_EARNED_HRS,SECOND_TERM_ATTEMPT_HRS,SECOND_TERM_EARNED_HRS,GROSS_FIN_NEED,COST_OF_ATTEND,EST_FAM_CONTRIBUTION,UNMET_NEED
8030483,18,F,BGD 1,Y,N,History,N,1070.0,201008,ECON 2105,F,HIST 1111,D,ENGL 1101,B,201102,ENGL 1102,F,HIST 1112I,D,ECON 2106,C,On Campus,0,190.0,3.07,SCHOOL 66,High School,High School,Bachelors,13,6,15.0,12.0,0,0,0,0.0
7826392,18,M,BGD 1,Y,N,General Business,N,910.0,200608,ECON 2106,F,ENGL 1101,D,POLS 1101,D,200702,PSYC 1101,F,ENGL 1101,D,ECON 2105,C,Off Campus,0,0.0,2.21,SCHOOL 24,No Information,No Information,Bachelors,13,3,18.0,15.0,0,0,0,0.0
7986055,18,F,BGD 3,Y,N,Computer Science - Systems,N,950.0,200708,ENGL 1101,F,CPSC 1301,D,CPSC 1301L,D,200802,CPSC 1301,F,CPSC 1301L,D,MATH 1113,D,On Campus,0,69.0,3.69,SCHOOL 27,High School,High School,Bachelors,14,7,7.0,4.0,989340,1233900,244560,583860.0
7956072,18,F,BGD 1,Y,N,Biology,N,990.0,200708,HIST 2111,F,CHEM 1211,D,ITDS 2748,D,200802,MATH 1113,F,PSYC 1101,D,ENGL 1101,A,Off Campus,0,69.0,3.18,SCHOOL 11,College/Beyond,College/Beyond,Bachelors,14,4,12.0,6.0,467100,1201500,734400,224340.0
8001581,18,F,BGD 3,Y,N,Health Science,N,870.0,200808,HIST 2111,F,CHEM 1211,D,CHEM 1211L,C,200902,ARTH 1100,F,MATH 1111,D,SPAN 1001,B,On Campus,1,150.0,3.1,SCHOOL 291,Other/Unknown,Other/Unknown,Bachelors,13,7,14.0,8.0,814260,945840,131580,175980.0
7794423,17,F,BGD 6,Y,N,Pre-Nursing,N,870.0,201008,HIST 2111,F,COMM 1110,D,ENGL 1101,D,201102,ITDS 2735,F,CHEM 1151,D,CHEM 1151L,C,Off Campus,0,0.0,2.59,SCHOOL 24,College/Beyond,No Information,Bachelors,14,8,12.0,7.0,0,0,0,0.0
7832437,17,F,BGD 3,Y,N,Computer Science - Systems,N,870.0,200508,MATH 1111,F,CPSC 1301,D,ENGL 1101,C,200602,COMM 1110,F,CPSC 1301,D,ENVS 1105,D,On Campus,0,90.0,2.84,SCHOOL 41,High School,College/Beyond,Bachelors,13,7,15.0,12.0,0,0,0,0.0
7874260,18,M,BGD 2,N,N,Management,N,950.0,200508,MATH 1111,F,ENGL 1101,D,HIST 2112,C,200602,SPAN 1001,F,POLS 1101,D,ENGL 1101,C,Off Campus,1,0.0,2.66,SCHOOL 17,Middle School/Junior High,No Information,Bachelors,12,6,12.0,9.0,0,0,0,0.0
8023547,18,M,BGD 1,Y,N,Computer Science - Games,N,1030.0,201008,MATH 1111,F,CPSC 1301L,D,ECON 2106,D,201102,HIST 2112,F,COMM 1110,D,ENGL 1101,D,Off Campus,1,0.0,2.5,SCHOOL 1,High School,High School,Bachelors,15,6,15.0,9.0,0,0,0,0.0
7941928,18,F,BGD 3,Y,N,Biology,N,830.0,200808,CHEM 1151,F,HIST 2111,F,CHEM 1151L,D,200902,HIST 2111,F,ARTH 1100,D,ENGL 1101,B,On Campus,1,0.0,3.54,SCHOOL 399,High School,High School,Bachelors,13,6,15.0,9.0,0,0,0,0.0
7771560,18,M,BGD 3,Y,N,Pre-Engineering/RETP,N,830.0,200808,CHEM 1211,F,CHEM 1211L,F,ECON 2105,F,200902,MATH 1111,F,ENGL 1101,D,ARTH 1100,C,Off Campus,1,69.0,2.62,SCHOOL 10,High School,High School,Bachelors,14,0,12.0,6.0,0,372600,771840,0.0
7886675,18,F,BGD 2,Y,N,Biology,N,830.0,201008,CHEM 1211L,F,MATH 1111,F,CHEM 1211,D,201102,BIOL 1215K,F,MATH 1111,D,THEA 1100,D,Off Campus,1,69.0,2.37,SCHOOL 1,No Information,High School,Bachelors,13,9,13.0,6.0,1019220,1019220,0,698220.0
7951249,18,F,BGD 3,Y,N,Early Childhood Education,N,950.0,200908,COMM 1110,F,ENGL 1101,F,ITDS 2735,F,201002,HIST 1112I,F,ECON 2105,D,GEOL 1121,D,Off Campus,0,0.0,2.31,SCHOOL 14,Other/Unknown,No Information,Bachelors,14,7,13.0,6.0,1324500,1324500,0,513000.0
7831756,16,M,BGD 3,Y,N,Computer Science - Systems,N,1070.0,200808,CPSC 1301,F,COMM 1110,F,ENGL 1101,F,200902,CPSC 1301,F,MATH 1111,D,PSYC 1101,D,Off Campus,0,69.0,2.61,SCHOOL 1,College/Beyond,College/Beyond,Bachelors,15,2,19.0,12.0,0,0,0,0.0
7836681,18,M,BGD 1,Y,N,Pre-Business,N,950.0,200908,CPSC 1301,F,CPSC 1301L,F,HIST 1112,F,201002,HIST 2112,F,POLS 1101,D,ENGL 1101,C,On Campus,0,90.0,2.46,SCHOOL 46,Other/Unknown,College/Beyond,Bachelors,14,3,15.0,6.0,1130040,1418100,288060,727200.0
7963508,18,F,BGD 3,Y,N,Early Childhood Education,N,950.0,201008,GEOL 1110,F,HIST 2112,F,ITDS 2749,D,201102,CPSC 1105,F,ARTH 1100,D,ITDS 2735,D,Off Campus,0,0.0,2.89,SCHOOL 1,High School,College/Beyond,Bachelors,13,7,14.0,8.0,0,0,0,0.0
7894413,18,M,BGD 1,Y,N,Undeclared,N,1070.0,200708,HIST 2111,F,THEA 1100,F,MATH 1101,D,200802,ENGL 1102,F,COMM 1110,D,PSYC 1101,D,Off Campus,0,138.0,2.44,SCHOOL 315,College/Beyond,High School,Bachelors,16,10,17.0,11.0,435000,902760,467760,225000.0
8025609,18,M,BGD 5,Y,N,Undeclared,N,830.0,201008,HIST 2111,F,MUSC 1100,F,SPAN 1001,F,201102,HIST 2112,F,SPAN 1002,D,ENGL 1102,B,On Campus,0,59.0,3.0,SCHOOL 186,College/Beyond,College/Beyond,Bachelors,16,7,14.0,6.0,0,0,0,0.0
7950237,18,F,BGD 1,Y,N,Undeclared,N,910.0,201008,MATH 1101,F,PSYC 1101,F,BIOL 1215K,D,201102,ENGL 1102,F,COMM 1110,D,HIST 2111,C,On Campus,0,69.0,3.35,SCHOOL 87,No Information,No Information,Bachelors,16,10,12.0,9.0,0,0,0,0.0
8004274,19,F,BGD 1,Y,N,Undeclared,N,870.0,200508,MATH 1111,F,PSYC 1101,F,HIST 2112,D,200602,POLS 1101,F,HIST 1112,D,POLS 1101,B,Off Campus,0,0.0,2.85,SCHOOL 1,Middle School/Junior High,High School,Bachelors,12,6,12.0,9.0,0,0,0,0.0
7855806,18,M,BGD 3,Y,N,Marketing,N,990.0,200708,ENGL 1101,INCOMPL,COMM 1110,F,POLS 1101,F,200802,ARTH 1100,F,ECON 2105,D,ENGL 1102,B,Off Campus,0,150.0,3.12,SCHOOL 349,No Information,High School,Bachelors,15,6,12.0,0.0,0,0,0,0.0
7947193,18,F,BGD 1,Y,N,Undeclared,N,990.0,200608,ANTH 1105,NOT REP,COMM 1110,F,ENGL 1101,C,200702,ENGL 1102,F,POLS 1101,D,HIST 2112,C,Off Campus,1,0.0,2.29,SCHOOL 130,College/Beyond,College/Beyond,Bachelors,14,11,15.0,9.0,269700,1187280,917580,-29460.0
7890006,18,F,BGD 1,Y,N,Undeclared,N,830.0,200708,ENGL 1101,NOT REP,COMM 1110,F,ARTH 1100,D,200802,PSYC 1101,F,COMM 1110,D,ENGL 1102,B,Off Campus,0,69.0,2.0,SCHOOL 9,High School,High School,Bachelors,12,9,13.0,6.0,794640,869760,75120,356040.0
7778272,18,F,BGD 3,Y,N,Undeclared,N,830.0,201008,ENGL 1101,B,ENGL 1101,B,ENGL 1101,B,201102,HIST 1112I,F,ECON 2106,D,ENGL 1102,B,Off Campus,1,0.0,2.58,SCHOOL 34,College/Beyond,High School,Bachelors,13,9,14.0,8.0,0,0,0,0.0
7872804,18,F,BGD 1,Y,N,Undeclared,Art,830.0,201008,HIST 2112,F,ENGL 1101,B,ENGL 1101,B,201102,ARTH 1100,F,GEOL 1110,D,HIST 2112,D,On Campus,1,150.0,2.5,SCHOOL 132,No Information,No Information,Bachelors,12,9,12.0,9.0,0,0,0,0.0
7770661,18,F,BGD 3,Y,N,Criminal Justice,N,910.0,200908,ANTH 1105I,B,ENGL 1101,A,THEA 1100I,A,201002,ENGL 1102,INCOMPL,ECON 2105,D,HIST 2111,C,Off Campus,1,0.0,2.85,SCHOOL 1,No Information,College/Beyond,Bachelors,16,12,13.0,13.0,1324500,1324500,0,819000.0
7787154,18,F,BGD 3,Y,N,Theatre Education,N,1030.0,200908,HIST 2111,B,MATH 1101,B,COMM 1110,A,201002,ENGL 1102,INCOMPL,GEOL 1110,D,ITDS 1156,B,On Campus,1,150.0,2.96,SCHOOL 89,College/Beyond,College/Beyond,Bachelors,15,15,15.0,9.0,1418100,1418100,0,231900.0
7764627,18,F,BGD 1,N,N,Criminal Justice,N,1110.0,200808,CHEM 1211,D,ENGL 1101,C,CHEM 1211L,B,200902,MATH 1111,INCOMPL,PSYC 1101,D,ENGL 1102,C,On Campus,1,0.0,3.2,SCHOOL 395,College/Beyond,High School,Bachelors,15,14,15.0,14.0,941340,1306020,364680,383760.0
7963200,18,F,BGD 1,Y,N,Undeclared,N,910.0,200808,HIST 2111,D,MATH 1101,C,ENGL 1101,B,200902,ARTH 1100,INCOMPL,STAT 1127,D,ENGL 1102,C,On Campus,0,69.0,3.06,SCHOOL 85,High School,High School,Bachelors,12,12,13.0,13.0,987000,1306020,319020,429420.0
7840530,18,F,BGD 1,Y,N,Biology,N,530.0,200708,HIST 2111,NOT REP,SPAN 1001,C,CHEM 1151,B,200802,ENGL 1102,INCOMPL,PSYC 1101,D,ARTH 1100,B,Off Campus,0,90.0,3.5,SCHOOL 22,High School,High School,Bachelors,13,13,13.0,9.0,0,0,546960,0.0
7940606,18,M,BGD 3,Y,N,Accounting,N,990.0,200708,COMM 1110,F,ENVS 1105,D,MATH 1111,B,200802,COMM 1110,INCOMPL,THEA 1100,D,ENGL 1102,B,On Campus,1,0.0,2.75,SCHOOL 34,College/Beyond,High School,Bachelors,14,8,19.0,16.0,0,0,0,0.0
7862642,19,F,BGD 1,Y,N,Theatre Education,N,910.0,200808,ANTH 1105,B,ENGL 1101,B,ITDS 2735,B,200902,HIST 2111,NOT REP,ENGL 1102,D,FREN 1001,C,On Campus,1,150.0,2.75,SCHOOL 295,Middle School/Junior High,High School,Bachelors,13,12,18.0,18.0,945840,945840,0,286980.0
7804104,18,F,BGD 3,Y,N,Psychology,N,990.0,200608,HIST 2111,B,PSYC 1101,B,ENGL 1101,A,200702,SPAN 1002,NOT REP,HIST 2112,D,ARTH 1100,C,Off Campus,1,0.0,3.31,SCHOOL 70,High School,High School,Bachelors,12,12,18.0,15.0,1176420,1176420,0,413760.0
7854019,18,F,BGD 1,N,N,Exercise Science,N,950.0,200508,HIST 2111,C,ENGL 1101,B,MATH 1101,B,200602,CHEM 1151L,NOT REP,CHEM 1151,D,MATH 1111,C,Off Campus,1,0.0,3.25,SCHOOL 7,High School,College/Beyond,Bachelors,13,13,13.0,10.0,1124940,1144200,19260,619500.0
8018896,18,F,BGD 3,Y,N,Nursing,N,590.0,200508,MATH 1111,C,COMM 1110,B,MUSC 1100,B,200602,CHEM 1151L,NOT REP,CHEM 1151,D,ENGL 1102,B,Off Campus,1,0.0,3.4,SCHOOL 1,High School,High School,Bachelors,12,12,12.0,9.0,970800,970800,0,421620.0
7903137,18,F,BGD 1,Y,N,Nursing,N,950.0,200508,MATH 1111,C,COMM 1110,B,ENGL 1101,B,200602,CHEM 1151L,NOT REP,CHEM 1151,D,ENGL 1102,B,On Campus,1,138.0,3.29,SCHOOL 42,No Information,No Information,Bachelors,12,12,15.0,12.0,0,0,0,0.0
7786546,18,F,BGD 3,Y,N,Early Childhood Education,N,950.0,200508,MATH 1111,C,HIST 2111,B,COMM 1110,A,200602,CHEM 1151L,NOT REP,CHEM 1151,D,ENGL 1101,C,On Campus,1,59.0,3.15,SCHOOL 196,College/Beyond,College/Beyond,Bachelors,12,12,16.0,16.0,1146420,1146420,0,239100.0
7800810,19,M,BGD 1,Y,N,Communication,N,1190.0,200608,MATH 1111,C,ENGL 1101,B,HIST 2112,B,200702,POLS 1101,NOT REP,ENGL 1102,D,COMM 1110,A,Off Campus,1,69.0,2.38,SCHOOL 1,Other/Unknown,Middle School/Junior High,Bachelors,13,10,9.0,3.0,1504980,1504980,0,1059480.0
8023510,17,F,BGD 3,N,N,Psychology,N,1150.0,200608,MATH 1111,C,HIST 2111,B,MUSC 1100,B,200702,SPAN 1002,NOT REP,COMM 1110,D,POLS 1101,D,On Campus,1,0.0,3.31,SCHOOL 111,Other/Unknown,High School,Bachelors,15,15,16.0,10.0,211140,1176420,965280,11700.0
7908193,18,M,BGD 4,Y,N,Finance,N,530.0,200808,ENGL 1101,F,MUSC 1100,B,ITDS 2735,A,200902,HIST 2111,NOT REP,ENGL 1101,D,COMM 1110,B,Off Campus,1,69.0,3.45,SCHOOL 9,Other/Unknown,College/Beyond,Bachelors,13,10,13.0,10.0,569220,1255740,686520,161640.0
8036665,26,M,BGD 3,N,Y,Psychology,N,990.0,200808,PSYC 1101,D,POLS 2401,C,ENGL 1101,B,200902,HIST 2111,NOT REP,ANTH 1105,D,GEOL 1110,D,Off Campus,1,69.0,3.1,SCHOOL 16,No Information,No Information,Bachelors,17,10,19.0,15.0,0,0,0,0.0
7865596,18,M,BGD 1,N,N,Computer Science - Systems,N,950.0,200808,COMM 1110,D,PSYC 1101,D,ENGL 1101,C,200902,HIST 2111,NOT REP,ARTH 1100,D,ITDS 2735,B,Off Campus,1,0.0,3.06,SCHOOL 15,Other/Unknown,High School,Bachelors,12,12,11.0,11.0,440940,949560,508620,440940.0
8035871,18,F,BGD 2,N,N,Exercise Science,N,910.0,200508,ENGL 1101,F,MATH 1111,F,COMM 1110,C,200602,CHEM 1151L,NOT REP,HIST 2112,D,POLS 1101,D,Off Campus,0,275.0,0.0,SCHOOL 16,College/Beyond,College/Beyond,Bachelors,15,9,13.0,13.0,0,0,733140,0.0
7838260,18,F,BGD 1,Y,N,Undeclared,N,990.0,200808,ARTH 1100,D,MATH 1111,B,COMM 1110,A,200902,CHEM 1151L,Unknown,CHEM 1151,D,HIST 2111,D,Off Campus,0,69.0,3.46,SCHOOL 2,No Information,No Information,Bachelors,13,13,13.0,9.0,0,0,0,0.0
7952236,19,F,BGD 1,Y,N,Psychology,N,1150.0,200808,ENGL 1101,C,MATH 1111,C,LEAD 1705,B,200902,CHEM 1151,Unknown,CHEM 1151L,D,ENGL 1102,C,Off Campus,0,0.0,3.73,SCHOOL 2,High School,High School,Bachelors,12,12,14.0,14.0,630540,1264860,0,-150900.0
7760196,18,F,BGD 1,Y,N,Undeclared,N,1110.0,201008,ENVS 1105,B,ENGL 1102,A,THEA 1100,A,201102,BIOL 1215K,F,COMM 1110,F,ECON 2105,D,Off Campus,1,69.0,2.6,SCHOOL 1,College/Beyond,College/Beyond,Bachelors,12,12,13.0,3.0,0,0,0,0.0
7938568,19,M,BGD 1,Y,N,Exercise Science,N,830.0,201008,HIST 2111,B,ENGL 1101,A,ENGL 1101,B,201102,CHEM 1211,F,CHEM 1211L,F,MATH 1111,F,Off Campus,0,69.0,3.2,SCHOOL 5,No Information,No Information,Bachelors,13,9,13.0,6.0,0,0,0,0.0
7810590,18,M,BGD 1,N,N,Computer Science - Games,N,1220.0,200708,HIST 1111,C,ENGL 1101,A,ENGL 1101,B,200802,COMM 1110,F,MATH 1111,F,CPSC 1301,C,Off Campus,1,0.0,3.43,SCHOOL 6,College/Beyond,Other/Unknown,Bachelors,13,9,13.0,7.0,0,0,0,0.0
7912761,18,M,BGD 1,Y,N,Undeclared,N,1030.0,200908,PSYC 1101,C,HIST 2111,A,HIST 2111,B,201002,ARTH 1100,F,COMM 1110,F,ENGL 1101,C,Off Campus,1,69.0,2.6,SCHOOL 11,College/Beyond,College/Beyond,Bachelors,13,9,13.0,6.0,1152120,1417380,265260,894120.0
7791660,18,F,BGD 1,Y,N,Early Childhood Education,N,1110.0,200908,ECON 2106,D,COMM 1110,A,ENGL 1101,A,201002,ANTH 1105,F,ITDS 2735,F,CPSC 1105,D,Off Campus,0,69.0,3.75,SCHOOL 10,High School,College/Beyond,Bachelors,15,15,12.0,8.0,276780,1316580,1039800,-155220.0
8029061,18,F,BGD 6,Y,N,Chemistry,N,830.0,200508,ECON 2106,F,ENGL 1101,A,CHEM 1211L,B,200602,MATH 1111,F,POLS 1101,F,ARTH 1100,C,Off Campus,0,69.0,3.0,SCHOOL 27,High School,College/Beyond,Bachelors,12,9,9.0,3.0,32640,336960,304320,-255540.0
7979803,18,F,BGD 1,Y,N,Biology,Professional Writing,1380.0,200608,ENGL 1101,B,JAPN 1001,B,MATH 1111,B,200702,ENGL 1102,F,MATH 1113,F,POLS 1101,B,Off Campus,1,69.0,2.33,SCHOOL 130,College/Beyond,College/Beyond,Bachelors,13,9,9.0,3.0,0,120060,0,-42000.0
7974396,18,M,BGD 4,Y,N,Exercise Science,N,640.0,200808,ENGL 1101,B,POLS 1101,B,MATH 1101,B,200902,CPSC 1105,F,ENGL 1102,F,HIST 2112,D,On Campus,1,0.0,3.55,SCHOOL 310,High School,High School,Bachelors,14,14,16.0,4.0,796200,1306020,509820,238620.0
8005315,18,F,BGD 1,Y,N,Management,N,950.0,200608,FREN 1001,B,POLS 1101,B,ECON 2105,A,200702,ECON 2106,F,FREN 1002,F,ENGL 1102,D,On Campus,1,138.0,2.86,SCHOOL 179,No Information,No Information,Bachelors,16,15,17.0,5.0,0,0,0,0.0
7759600,17,F,BGD 3,Y,N,Biology,Spanish,950.0,200908,CHEM 1211,C,CHEM 1211L,B,ENGL 1101,B,201002,ENGL 1102,F,MATH 1111,F,PSYC 1101,B,On Campus,1,150.0,2.84,SCHOOL 78,Other/Unknown,High School,Bachelors,15,11,19.0,13.0,1260840,1418100,157260,533100.0
7836907,18,F,BGD 3,Y,N,Undeclared,N,870.0,200908,ECON 2105,C,ENGL 1101,B,HIST 2111,B,201002,ENGL 1102,F,GEOL 1121,F,FREN 1001,F,Off Campus,0,69.0,2.68,SCHOOL 34,High School,High School,Bachelors,12,12,13.0,0.0,1257780,1316580,58800,807780.0
8007937,18,F,BGD 3,Y,N,Undeclared,N,910.0,200608,ENGL 1101,C,SPAN 1002,B,ENGL 1101,B,200702,CPSC 1301,F,HIST 2112,F,MATH 1131,F,On Campus,1,150.0,2.34,SCHOOL 248,College/Beyond,Other/Unknown,Bachelors,14,14,14.0,4.0,0,1176420,1715880,-299160.0
7849592,18,F,BGD 4,Y,N,Pre-Nursing,N,910.0,200908,ENGL 1101,C,CHEM 1151,B,SOCI 1101,B,201002,ENGL 1102,F,MATH 1101,F,ENGL 1102,B,Off Campus,1,0.0,3.53,SCHOOL 395,High School,College/Beyond,Bachelors,14,14,12.0,13.0,1104060,1324500,220440,309360.0
7936811,18,F,BGD 1,Y,N,Theatre Arts,N,950.0,200608,HIST 2111,C,ENGL 1101,B,MUSC 1100,B,200702,ENGL 1102,F,HIST 1111,F,HIST 2111,B,Off Campus,1,138.0,2.38,SCHOOL 109,No Information,No Information,Bachelors,15,15,13.0,4.0,0,0,0,0.0
7831919,18,F,BGD 1,Y,N,Early Childhood Education,N,1030.0,200708,HIST 2111,C,ENGL 1101,B,THEA 1100,B,200802,ECON 2105,F,MATH 1111,F,ENGL 1102,C,Off Campus,0,69.0,2.63,SCHOOL 1,No Information,No Information,Bachelors,13,13,13.0,3.0,0,0,0,0.0
8002387,18,M,BGD 4,Y,N,Mathematics,Computer Science - Systems,1220.0,200908,HIST 2111,C,CHEM 1211,B,CHEM 1211L,A,201002,ARTH 1100,F,MATH 1132,F,ECON 2106,B,Off Campus,1,0.0,2.75,SCHOOL 13,High School,College/Beyond,Bachelors,13,11,12.0,5.0,0,0,127860,0.0
8013003,17,F,BGD 3,Y,N,Accounting,Computer Science - Systems,950.0,200808,HIST 2112,C,COMM 1110,B,ENGL 1101,B,200902,ASTR 1105,F,ENGL 1102,F,MATH 1111,F,Off Campus,0,0.0,2.71,SCHOOL 382,High School,High School,Bachelors,12,12,15.0,6.0,1306020,1306020,0,755160.0
7766779,18,M,BGD 3,Y,N,Management Information Systems,N,950.0,200708,POLS 1101,C,MUSC 1100,B,ENGL 1101,B,200802,HIST 2111,F,PHYS 1125,F,ENGL 1101,B,Off Campus,0,0.0,2.94,SCHOOL 130,High School,High School,Bachelors,12,12,12.0,3.0,0,869760,579660,0.0
7789128,18,F,BGD 1,Y,N,Health and Physical Education,N,870.0,200908,SOCI 1101,C,COMM 1110,B,ENGL 1101,B,201002,ENGL 1102,F,HIST 2112,F,CHEM 1151,C,Off Campus,1,69.0,2.66,SCHOOL 10,High School,High School,Bachelors,15,15,15.0,5.0,0,1316580,5999940,-417420.0
7922028,18,F,BGD 3,Y,N,Joint Enrollment - Accel,N,870.0,201008,SOCI 1101,C,ANTH 1105,B,ITDS 2735,A,201102,GEOL 1121,F,HIST 2111,F,SPAN 1002,D,On Campus,1,0.0,3.64,SCHOOL 477,Other/Unknown,High School,Bachelors,12,12,12.0,6.0,0,269100,0,-231720.0
7947638,18,M,BGD 3,Y,N,Pre-Business,N,990.0,201008,ECON 2106,D,MATH 1111,B,HIST 2111,A,201102,ENGL 1101,F,ENVS 1105,F,ECON 2105,B,On Campus,0,138.0,3.0,SCHOOL 319,College/Beyond,College/Beyond,Bachelors,12,9,12.0,6.0,0,0,0,0.0
8016730,16,M,BGD 3,Y,N,Health Science,N,950.0,200708,ENGL 1101,D,HIST 2111,B,ENGL 1101,B,200802,CHEM 1151,F,MATH 1111,F,MUSC 1100,D,On Campus,0,150.0,2.13,SCHOOL 144,Other/Unknown,College/Beyond,Bachelors,14,3,18.0,9.0,0,0,0,0.0
8001328,18,M,BGD 3,Y,N,Pre-Business,N,950.0,200908,HIST 2111,D,ENGL 1101,B,CPSC 1105,A,201002,COMM 1110,F,MATH 1111,F,ANTH 1105I,D,Off Campus,1,69.0,3.06,SCHOOL 1,College/Beyond,High School,Bachelors,16,12,18.0,12.0,42420,949560,907140,42420.0
7835513,17,M,BGD 3,Y,N,Undeclared,N,990.0,200508,MATH 1111,D,ARTH 1100,B,JAPN 1001,B,200602,HIST 2112,F,POLS 1101,F,ENGL 1101,C,Off Campus,1,69.0,2.25,SCHOOL 10,College/Beyond,High School,Bachelors,13,13,17.0,11.0,0,0,1267200,0.0
7766573,18,F,BGD 4,Y,N,Early Childhood Education,N,990.0,200908,ECON 2106,F,ITDS 1145,B,ITDS 2735,A,201002,ANTH 1105,F,BIOL 1125,F,HIST 2111,D,On Campus,0,190.0,2.5,SCHOOL 66,College/Beyond,College/Beyond,Bachelors,16,9,15.0,6.0,72840,905340,832500,0.0
7803138,18,M,BGD 2,Y,N,English Language/Literature,Philosophy,1220.0,200908,HIST 1111,F,COMM 1110,B,MATH 1111,B,201002,GEOL 1121,F,SPAN 1001,F,ARTH 1100,C,Off Campus,1,69.0,2.8,SCHOOL 2,High School,High School,Bachelors,15,12,13.0,7.0,0,0,26520,0.0
7871171,17,F,BGD 1,Y,N,Pre-Nursing,N,1070.0,201008,BIOL 1125,C,ENGL 1101,C,COMM 1110,A,201102,CHEM 1151,F,ECON 2105,F,ENGL 1102,F,Off Campus,0,69.0,3.8,SCHOOL 1,College/Beyond,High School,Bachelors,16,12,12.0,3.0,0,0,0,0.0
7879684,18,M,BGD 5,Y,N,Undeclared,N,910.0,201008,BIOL 1125,C,ENGL 1101,C,COMM 1110,B,201102,ECON 2106,F,MATH 1111,F,ENGL 1102,C,Off Campus,1,69.0,3.1,SCHOOL 11,College/Beyond,College/Beyond,Bachelors,13,9,13.0,7.0,0,0,0,0.0
7967260,18,F,BGD 1,Y,N,Pre-Nursing,N,950.0,200908,CHEM 1151,C,ENGL 1101,C,SOCI 1101,C,201002,HIST 2111,F,STAT 1127,F,ARTH 1100,C,On Campus,0,69.0,2.78,SCHOOL 141,High School,High School,Bachelors,16,16,16.0,10.0,0,1025700,2601000,0.0
7839881,18,F,BGD 1,Y,N,Biology,N,950.0,200708,CHEM 1211,C,HIST 2111,C,CHEM 1211L,B,200802,ARTH 1100,F,ENGL 1102,F,POLS 1101,F,Off Campus,0,69.0,3.32,SCHOOL 11,College/Beyond,College/Beyond,Bachelors,13,13,12.0,0.0,0,0,0,0.0
8027552,18,M,BGD 1,Y,N,Biology,N,1030.0,200608,COMM 1110,C,ENGL 1101,C,MUSC 1100,C,200702,HIST 2111,F,MATH 1111,F,ECON 2106,D,Off Campus,1,0.0,2.8,SCHOOL 70,High School,College/Beyond,Bachelors,12,12,12.0,6.0,0,0,800220,0.0
7913859,18,F,BGD 1,Y,N,Mathematics,N,990.0,200908,COMM 1110,C,MATH 1111,C,PSYC 1101,C,201002,BIOL 1215K,F,ENGL 1102,F,MATH 1113,F,Off Campus,1,0.0,3.0,SCHOOL 10,High School,High School,Bachelors,13,13,18.0,8.0,231060,451620,220560,-220560.0
7945743,18,F,BGD 3,Y,N,Criminal Justice,N,950.0,201008,COMM 1110,C,LEAD 1705,C,ENGL 1101,B,201102,BIOL 1125,F,HIST 2111,F,ENGL 1102,D,On Campus,0,150.0,2.74,SCHOOL 479,College/Beyond,High School,Bachelors,15,8,19.0,3.0,0,0,0,0.0
7954863,18,F,BGD 1,N,N,Undeclared,N,910.0,200608,ENGL 1101,C,POLS 1101,C,COMM 1110,B,200702,HIST 2111,F,ITDS 2735,F,THEA 1100,F,Off Campus,1,0.0,2.75,SCHOOL 2,No Information,No Information,Bachelors,16,16,16.0,3.0,0,0,0,0.0
7902262,17,F,BGD 3,Y,N,Biology,Communication,910.0,200808,ENGL 1101,C,HIST 2111,C,MUSC 1100,B,200902,CHEM 1211,F,CHEM 1211L,F,MATH 1111,F,On Campus,1,138.0,2.58,SCHOOL 61,College/Beyond,High School,Bachelors,14,10,16.0,9.0,1017720,1306020,288300,542292.0
7961474,18,F,BGD 1,N,N,Political Science,N,950.0,200808,ENGL 1101,C,HIST 1112,C,POLS 1101,C,200902,COMM 1110,F,ENGL 1102,F,PSYC 1101,F,On Campus,0,69.0,2.51,SCHOOL 391,College/Beyond,College/Beyond,Bachelors,13,12,17.0,8.0,0,269100,0,-62520.0
8034276,18,F,BGD 1,Y,N,Undeclared,N,990.0,201008,BIOL 1215K,D,BIOL 1125,C,ENGL 1101,C,201102,COMM 1110,F,MATH 1111,F,ANTH 1105,C,On Campus,0,90.0,3.07,SCHOOL 46,High School,High School,Bachelors,14,10,12.0,6.0,0,0,0,0.0
